"PIXEL_ID","REEF_ID","REEF_NAME","LONG","LAT","COTS_1985","COTS_1986","COTS_1987","COTS_1988","COTS_1989","COTS_1990","COTS_1991","COTS_1992","COTS_1993","COTS_1994","COTS_1995","COTS_1996","COTS_1997","COTS_1998","COTS_1999","COTS_2000","COTS_2001","COTS_2002","COTS_2003","COTS_2004","COTS_2005","COTS_2006","COTS_2007","COTS_2008","COTS_2009","COTS_2010","COTS_2011","COTS_2012","COTS_2013","COTS_2014","COTS_2015","COTS_2016","COTS_2017"
4686,"15-070","Vicki Harriott Reef (15-070)",145.61,-15.51,5e-04,3e-04,0.0018,0.0014,4e-04,6e-04,0.0147,0.0021,0.0206,0.0717,0.1403,0.3448,0.1592,0.5794,0.0703,0.1733,0.0336,0.0071,0.0039,0.025,0.0034,0.0056,0.0012,0.0072,0.0097,0.0474,0.0121,0.405,0.2193,1.5031,0.3481,0,NA
4687,"15-070","Vicki Harriott Reef (15-070)",145.62,-15.51,5e-04,3e-04,0.0016,0.0013,4e-04,6e-04,0.0145,0.0019,0.0193,0.0653,0.1273,0.3458,0.1486,0.5332,0.0683,0.1731,0.0359,0.0069,0.0034,0.0285,0.0031,0.0059,0.0012,0.0065,0.0094,0.048,0.0117,0.3863,0.2188,1.5512,0.333,0,NA
4688,"15-070","Vicki Harriott Reef (15-070)",145.63,-15.51,5e-04,3e-04,0.0014,0.0011,4e-04,6e-04,0.0146,0.0051,0.0177,0.0602,0.114,0.3458,0.1401,0.4924,0.0664,0.173,0.0379,0.0067,0.0029,0.0321,0.0029,0.0063,0.0011,0.0059,0.0094,0.0482,0.0114,0.3685,0.2182,1.5875,0.3316,0,NA
4689,"15-078","Osterlund Reef (15-078)",145.47,-15.52,2e-04,2e-04,0.0029,0.0032,3e-04,7e-04,0.0157,0.0221,0.0118,0.1095,0.1194,0.2324,0.3878,1.3589,0.0976,0.1752,0.0076,0.0063,0.0082,0.0029,0.0083,0.0017,0.0017,0.006,0.0109,0.0147,0.0138,0.6483,0.2248,1.0851,0.3589,0,NA
4690,"15-078","Osterlund Reef (15-078)",145.48,-15.52,3e-04,2e-04,0.0029,0.0031,3e-04,7e-04,0.0161,0.022,0.0135,0.1113,0.134,0.2417,0.3711,1.2799,0.096,0.1752,0.0087,0.0064,0.0083,0.0034,0.0079,0.0019,0.0017,0.0066,0.0112,0.0172,0.0139,0.638,0.2246,1.0958,0.3588,0,NA
4691,"15-078","Osterlund Reef (15-078)",145.49,-15.52,3e-04,2e-04,0.0029,0.003,3e-04,7e-04,0.0164,0.0219,0.0151,0.1128,0.1474,0.2519,0.3533,1.2054,0.0942,0.1753,0.0097,0.0066,0.0084,0.004,0.0075,0.0021,0.0016,0.007,0.0114,0.02,0.014,0.6262,0.2244,1.1081,0.3587,0,NA
4692,"15-052","Cowlishaw Reef (15-052)",145.35,-15.53,3e-04,2e-04,0.0038,0.004,4e-04,5e-04,0.0161,0.026,0.0132,0.1224,0.1253,0.2728,0.4225,1.3793,0.1006,0.1796,0.0071,0.0069,0.0108,0.0022,0.008,0.0019,0.0021,0.0051,0.0113,0.0157,0.0111,0.7156,0.2261,1.0154,0.3562,0,NA
4693,"15-078","Osterlund Reef (15-078)",145.47,-15.53,3e-04,2e-04,0.003,0.0033,3e-04,7e-04,0.0158,0.0231,0.0132,0.1117,0.1362,0.2433,0.3657,1.2842,0.096,0.1768,0.0082,0.0064,0.0085,0.003,0.0077,0.0018,0.0016,0.0061,0.011,0.0163,0.0141,0.6432,0.2255,1.0788,0.361,0,NA
4694,"15-078","Osterlund Reef (15-078)",145.48,-15.53,3e-04,2e-04,0.003,0.0032,3e-04,7e-04,0.016,0.0231,0.0146,0.1127,0.1498,0.2507,0.3502,1.2145,0.0945,0.1768,0.009,0.0065,0.0086,0.0035,0.0073,0.0019,0.0016,0.0064,0.0112,0.0187,0.0142,0.6328,0.2253,1.0904,0.361,0,NA
4695,"15-078","Osterlund Reef (15-078)",145.49,-15.53,3e-04,2e-04,0.003,0.0032,3e-04,7e-04,0.0162,0.0231,0.0161,0.1132,0.1621,0.2588,0.3336,1.1491,0.0928,0.1767,0.0099,0.0066,0.0086,0.0039,0.007,0.0021,0.0015,0.0067,0.0113,0.0212,0.0143,0.6212,0.2251,1.104,0.3609,0,NA
4696,"15-078","Osterlund Reef (15-078)",145.5,-15.53,4e-04,2e-04,0.003,0.0031,4e-04,6e-04,0.0163,0.0231,0.0176,0.1132,0.1728,0.2671,0.3164,1.0895,0.0911,0.1767,0.0109,0.0067,0.0085,0.0044,0.0066,0.0022,0.0015,0.007,0.0114,0.0239,0.0144,0.6084,0.2248,1.1199,0.3608,0,NA
4697,"15-078","Osterlund Reef (15-078)",145.51,-15.53,4e-04,2e-04,0.003,0.003,4e-04,6e-04,0.0164,0.0229,0.019,0.1124,0.1813,0.2755,0.2986,1.036,0.0892,0.1766,0.012,0.0068,0.0083,0.005,0.0062,0.0024,0.0015,0.0072,0.0115,0.0266,0.0144,0.5943,0.2246,1.1388,0.3605,0,NA
4698,"15-073","U/N Reef (15-073)",145.78,-15.53,4e-04,3e-04,4e-04,0.001,1e-04,4e-04,0.0108,0.0402,0.0255,0.0264,0.1438,0.2592,0.0411,0.3563,0.0425,0.1725,0.0094,0.0035,0.0017,0.0228,0.0013,0.007,4e-04,0.0117,0.0124,0.0534,0.0068,0.485,0.2078,0.2675,0.3034,0,NA
4699,"15-078","Osterlund Reef (15-078)",145.47,-15.54,3e-04,2e-04,0.0032,0.0035,3e-04,6e-04,0.0158,0.0241,0.0145,0.1134,0.1544,0.2521,0.3452,1.2082,0.0947,0.1783,0.0085,0.0064,0.0088,0.0031,0.0071,0.0018,0.0016,0.006,0.0111,0.0181,0.0144,0.6386,0.2262,1.072,0.3632,0,NA
4700,"15-078","Osterlund Reef (15-078)",145.48,-15.54,3e-04,2e-04,0.0032,0.0034,3e-04,6e-04,0.0159,0.0242,0.0158,0.1135,0.167,0.2578,0.3308,1.1479,0.0932,0.1782,0.0091,0.0065,0.0088,0.0034,0.0068,0.0019,0.0015,0.0061,0.0112,0.0202,0.0145,0.6284,0.226,1.0844,0.3633,0,NA
4701,"15-078","Osterlund Reef (15-078)",145.49,-15.54,4e-04,2e-04,0.0031,0.0033,4e-04,6e-04,0.016,0.0242,0.0172,0.1133,0.1784,0.264,0.3155,1.092,0.0916,0.1781,0.0098,0.0065,0.0087,0.0037,0.0065,0.002,0.0015,0.0063,0.0113,0.0226,0.0146,0.6171,0.2258,1.0989,0.3632,0,NA
4702,"15-078","Osterlund Reef (15-078)",145.5,-15.54,4e-04,2e-04,0.0031,0.0032,4e-04,6e-04,0.016,0.0242,0.0185,0.1126,0.188,0.2705,0.2994,1.0419,0.09,0.178,0.0106,0.0066,0.0085,0.0041,0.0062,0.0021,0.0014,0.0064,0.0113,0.025,0.0147,0.6047,0.2256,1.1161,0.3631,0,NA
4703,"15-078","Osterlund Reef (15-078)",145.51,-15.54,4e-04,2e-04,0.0031,0.0031,4e-04,6e-04,0.0159,0.0241,0.0198,0.1111,0.1954,0.277,0.2829,0.9976,0.0882,0.1779,0.0115,0.0067,0.0083,0.0045,0.0058,0.0022,0.0014,0.0065,0.0113,0.0275,0.0148,0.5911,0.2253,1.1364,0.3628,0,NA
4704,"15-078","Osterlund Reef (15-078)",145.52,-15.54,4e-04,2e-04,0.0031,0.003,4e-04,6e-04,0.0158,0.0239,0.0209,0.1089,0.2006,0.2832,0.2661,0.958,0.0863,0.1778,0.0127,0.0067,0.008,0.0051,0.0055,0.0023,0.0014,0.0066,0.0112,0.0301,0.0147,0.5764,0.2251,1.1608,0.3625,0,NA
4705,"15-078","Osterlund Reef (15-078)",145.53,-15.54,4e-04,2e-04,0.003,0.0029,4e-04,6e-04,0.0155,0.0235,0.022,0.1059,0.2035,0.2889,0.2492,0.9216,0.0843,0.1776,0.0141,0.0067,0.0076,0.0058,0.0051,0.0025,0.0013,0.0067,0.011,0.0326,0.0147,0.5607,0.2248,1.1899,0.3621,0,NA
4706,"15-075b","Ribbon No 2 Reef (No 2) (15-075b)",145.78,-15.54,4e-04,3e-04,3e-04,9e-04,0,2e-04,0.0092,0.0385,0.0265,0.0288,0.1498,0.2442,0.0432,0.3599,0.0405,0.1742,0.01,0.0031,0.0018,0.0216,0.0012,0.0064,3e-04,0.0115,0.012,0.054,0.0067,0.5165,0.2081,0.2925,0.3046,0,NA
4707,"15-075a","Ribbon No 2 Reef (No 1) (15-075a)",145.8,-15.54,4e-04,3e-04,1e-04,9e-04,0,2e-04,0.008,0.0373,0.0255,0.0258,0.1622,0.2387,0.0377,0.3492,0.0396,0.1778,0.0078,0.003,0.0017,0.0189,0.0012,0.0062,3e-04,0.0123,0.012,0.0552,0.0062,0.5249,0.2062,0.2309,0.2991,0,NA
4708,"15-075a","Ribbon No 2 Reef (No 1) (15-075a)",145.81,-15.54,4e-04,3e-04,2e-04,9e-04,0,2e-04,0.0077,0.0367,0.025,0.0258,0.1661,0.2332,0.0372,0.3408,0.0394,0.179,0.0077,0.003,0.0017,0.0176,0.0012,0.0061,3e-04,0.0125,0.0119,0.0558,0.006,0.5246,0.1945,0.218,0.2853,0,0
4709,"15-078","Osterlund Reef (15-078)",145.48,-15.55,4e-04,2e-04,0.0033,0.0035,4e-04,3e-04,0.0157,0.0252,0.0171,0.1147,0.1853,0.263,0.3146,1.0869,0.0928,0.183,0.009,0.0065,0.009,0.0033,0.0064,0.0018,0.0015,0.0057,0.0112,0.0219,0.0148,0.6281,0.2267,1.0852,0.3656,0,NA
4710,"15-078","Osterlund Reef (15-078)",145.49,-15.55,4e-04,2e-04,0.0033,0.0035,4e-04,3e-04,0.0157,0.0253,0.0183,0.1139,0.1959,0.2677,0.3002,1.0401,0.0912,0.1828,0.0095,0.0065,0.0088,0.0034,0.0061,0.0018,0.0014,0.0057,0.0112,0.0241,0.0149,0.617,0.2265,1.1,0.3656,0,NA
4711,"15-078","Osterlund Reef (15-078)",145.5,-15.55,4e-04,2e-04,0.0032,0.0034,4e-04,3e-04,0.0156,0.0254,0.0195,0.1125,0.2047,0.2725,0.2852,0.9993,0.0896,0.1826,0.01,0.0065,0.0086,0.0037,0.0058,0.0019,0.0014,0.0057,0.0111,0.0263,0.015,0.6049,0.2263,1.1177,0.3654,0,NA
4712,"15-078","Osterlund Reef (15-078)",145.51,-15.55,4e-04,2e-04,0.0032,0.0033,4e-04,3e-04,0.0155,0.0253,0.0207,0.1105,0.2111,0.2773,0.2697,0.9641,0.0879,0.1824,0.0107,0.0065,0.0083,0.004,0.0055,0.0019,0.0014,0.0057,0.011,0.0287,0.0151,0.5918,0.2261,1.1387,0.3652,0,NA
4713,"15-078","Osterlund Reef (15-078)",145.52,-15.55,4e-04,2e-04,0.0032,0.0032,4e-04,3e-04,0.0153,0.0251,0.0218,0.1078,0.2151,0.2818,0.2539,0.9333,0.086,0.1822,0.0117,0.0065,0.008,0.0044,0.0051,0.002,0.0013,0.0057,0.0109,0.031,0.0151,0.5777,0.2258,1.1639,0.3649,0,NA
4714,"15-078","Osterlund Reef (15-078)",145.53,-15.55,5e-04,2e-04,0.0031,0.0031,4e-04,3e-04,0.0149,0.0247,0.0228,0.1043,0.2169,0.286,0.238,0.9049,0.0841,0.1819,0.0131,0.0065,0.0075,0.005,0.0048,0.0022,0.0013,0.0059,0.0106,0.0333,0.015,0.5626,0.2255,1.1942,0.3645,0,NA
4715,"15-078","Osterlund Reef (15-078)",145.54,-15.55,5e-04,2e-04,0.003,0.003,4e-04,3e-04,0.0144,0.0241,0.0237,0.0998,0.2162,0.2897,0.2221,0.8746,0.0821,0.1816,0.0149,0.0064,0.007,0.0057,0.0045,0.0023,0.0012,0.006,0.0103,0.0356,0.0149,0.5466,0.2252,1.2306,0.351,0,NA
4716,"15-078","Osterlund Reef (15-078)",145.55,-15.55,5e-04,2e-04,0.0029,0.0029,4e-04,3e-04,0.0138,0.0232,0.0245,0.0945,0.2141,0.2928,0.2064,0.8452,0.08,0.1812,0.0172,0.0063,0.0064,0.0067,0.0042,0.0025,0.0012,0.0062,0.0099,0.0377,0.0147,0.5297,0.2248,1.2744,0.3504,0,NA
4717,"15-075a","Ribbon No 2 Reef (No 1) (15-075a)",145.79,-15.55,4e-04,3e-04,1e-04,8e-04,0,2e-04,0.0069,0.0362,0.0263,0.0266,0.16,0.2237,0.0383,0.3538,0.0374,0.1765,0.009,0.0026,0.0017,0.019,0.0011,0.0058,2e-04,0.0116,0.0116,0.0547,0.0064,0.5488,0.1968,0.2541,0.2923,0,0
4718,"15-075a","Ribbon No 2 Reef (No 1) (15-075a)",145.8,-15.55,4e-04,3e-04,0,7e-04,0,2e-04,0.0064,0.0357,0.0255,0.0257,0.1648,0.2213,0.0364,0.347,0.0369,0.1769,0.0081,0.0026,0.0016,0.0179,0.0011,0.0057,2e-04,0.012,0.0116,0.0553,0.0062,0.5493,0.1958,0.2298,0.2893,0,0
4719,"15-078","Osterlund Reef (15-078)",145.51,-15.56,4e-04,2e-04,0.0033,0.0035,4e-04,3e-04,0.0151,0.0264,0.0216,0.1096,0.2265,0.2764,0.2565,0.9333,0.0871,0.1834,0.0095,0.0063,0.0083,0.0033,0.0051,0.0016,0.0013,0.0047,0.0108,0.0297,0.0154,0.5908,0.2269,1.1319,0.3677,0,NA
4720,"15-078","Osterlund Reef (15-078)",145.52,-15.56,5e-04,2e-04,0.0032,0.0034,4e-04,3e-04,0.0147,0.0262,0.0226,0.1063,0.2291,0.2796,0.2418,0.9089,0.0853,0.183,0.0103,0.0063,0.0079,0.0036,0.0048,0.0017,0.0013,0.0048,0.0106,0.0318,0.0154,0.5775,0.2266,1.1576,0.3546,0,NA
4721,"15-078","Osterlund Reef (15-078)",145.53,-15.56,5e-04,2e-04,0.0032,0.0033,4e-04,3e-04,0.0143,0.0259,0.0236,0.1026,0.2297,0.2824,0.227,0.8878,0.0834,0.1827,0.0116,0.0062,0.0074,0.004,0.0045,0.0018,0.0012,0.0049,0.0104,0.034,0.0153,0.5633,0.2263,1.1884,0.3543,0,NA
4722,"15-078","Osterlund Reef (15-078)",145.54,-15.56,5e-04,2e-04,0.0031,0.0032,4e-04,3e-04,0.0138,0.0253,0.0245,0.0981,0.2282,0.2847,0.2122,0.8658,0.0814,0.1823,0.0135,0.0061,0.0069,0.0047,0.0042,0.002,0.0012,0.0051,0.01,0.0361,0.0152,0.5483,0.226,1.2254,0.3538,0,NA
4723,"15-078","Osterlund Reef (15-078)",145.57,-15.56,5e-04,3e-04,0.0028,0.0028,4e-04,3e-04,0.0116,0.0226,0.0266,0.0795,0.2148,0.2852,0.1693,0.7828,0.0745,0.181,0.0223,0.0058,0.0048,0.0081,0.0034,0.0026,0.0011,0.0056,0.0082,0.0416,0.0145,0.4984,0.2248,1.3877,0.3517,0,NA
4724,"15-076","U/N Reef (15-076)",145.59,-15.56,5e-04,3e-04,0.0026,0.0025,4e-04,3e-04,0.0091,0.0205,0.0278,0.0633,0.2008,0.2845,0.1435,0.7137,0.07,0.18,0.0308,0.0054,0.0032,0.0114,0.0029,0.0026,0.001,0.0049,0.0063,0.0445,0.0138,0.4612,0.2239,1.5554,0.3496,0,NA
4725,"15-077","U/N Reef (15-077)",145.63,-15.56,5e-04,3e-04,0.0021,0.002,3e-04,2e-04,0.002,0.0211,0.0297,0.0315,0.1677,0.276,0.109,0.5745,0.0607,0.1777,0.053,0.0045,4e-04,0.0189,0.002,8e-04,9e-04,0.001,0.0013,0.0481,0.0121,0.3843,0.2216,2.0329,0.3439,0,NA
4726,"15-077","U/N Reef (15-077)",145.64,-15.56,5e-04,3e-04,0.002,0.0019,3e-04,2e-04,6e-04,0.0227,0.0302,0.0272,0.1597,0.2726,0.106,0.5447,0.0584,0.177,0.0572,0.0042,1e-04,0.0207,0.0018,2e-04,8e-04,3e-04,4e-04,0.0487,0.0116,0.3711,0.2209,2.13,0.3421,0,NA
4727,"15-077","U/N Reef (15-077)",145.65,-15.56,5e-04,3e-04,0.0019,0.0018,3e-04,2e-04,0,0.0248,0.0308,0.0257,0.1525,0.2689,0.1053,0.518,0.0562,0.1764,0.0588,0.0039,0,0.0223,0.0016,0,8e-04,0,0,0.0491,0.0112,0.366,0.2202,2.1695,0.3402,0,NA
4728,"15-077","U/N Reef (15-077)",145.66,-15.56,5e-04,3e-04,0.0018,0.0017,2e-04,2e-04,6e-04,0.027,0.0314,0.0271,0.1463,0.2648,0.1055,0.4946,0.0541,0.1757,0.0571,0.0037,1e-04,0.0236,0.0015,3e-04,7e-04,3e-04,4e-04,0.0494,0.0107,0.3719,0.2195,2.1223,0.3382,0,NA
4729,"15-075a","Ribbon No 2 Reef (No 1) (15-075a)",145.79,-15.56,4e-04,3e-04,0,6e-04,0,2e-04,0.0052,0.0345,0.0263,0.0238,0.1644,0.2069,0.0336,0.3531,0.0344,0.1747,0.008,0.0023,0.0014,0.0179,0.001,0.0052,2e-04,0.0114,0.0112,0.0547,0.0063,0.5804,0.1972,0.2289,0.2935,0,0
4730,"15-078","Osterlund Reef (15-078)",145.53,-15.57,5e-04,2e-04,0.0033,0.0035,4e-04,3e-04,0.0139,0.0271,0.0243,0.1015,0.2425,0.278,0.2173,0.8783,0.0828,0.1834,0.0096,0.006,0.0074,0.0031,0.0042,0.0014,0.0012,0.0038,0.0101,0.0346,0.0156,0.5653,0.2271,1.1785,0.3572,0,NA
4731,"15-078","Osterlund Reef (15-078)",145.57,-15.57,5e-04,3e-04,0.0029,0.003,4e-04,3e-04,0.0111,0.024,0.0276,0.0787,0.2237,0.2767,0.1638,0.7865,0.0739,0.1814,0.0209,0.0054,0.0047,0.007,0.0031,0.0023,0.001,0.0051,0.0079,0.0417,0.0147,0.5053,0.2256,1.3729,0.3546,0,NA
4732,"15-078","Osterlund Reef (15-078)",145.58,-15.57,5e-04,3e-04,0.0028,0.0029,4e-04,2e-04,0.01,0.0231,0.0283,0.0712,0.2166,0.2758,0.1515,0.7541,0.0716,0.1809,0.0251,0.0053,0.004,0.0084,0.0029,0.0024,0.001,0.005,0.0071,0.0432,0.0143,0.4883,0.2252,1.447,0.3536,0,NA
4733,"15-078","Osterlund Reef (15-078)",145.59,-15.57,5e-04,3e-04,0.0027,0.0028,3e-04,2e-04,0.0087,0.0224,0.0291,0.0632,0.2089,0.2744,0.1401,0.7198,0.0692,0.1803,0.0297,0.005,0.0032,0.01,0.0026,0.0024,0.001,0.0047,0.0061,0.0445,0.014,0.4703,0.2247,1.5343,0.3525,0,NA
4734,"15-078","Osterlund Reef (15-078)",145.6,-15.57,5e-04,3e-04,0.0026,0.0026,3e-04,2e-04,0.0072,0.0219,0.0298,0.0549,0.201,0.2725,0.1298,0.6845,0.0669,0.1796,0.0349,0.0048,0.0024,0.0117,0.0024,0.0022,9e-04,0.004,0.005,0.0456,0.0135,0.4514,0.2241,1.6355,0.3512,0,NA
4735,"15-075a","Ribbon No 2 Reef (No 1) (15-075a)",145.79,-15.57,5e-04,2e-04,1e-04,5e-04,0,2e-04,0.0036,0.0328,0.0259,0.0188,0.1686,0.1929,0.0265,0.3514,0.0314,0.1726,0.0064,0.0019,0.0011,0.0167,9e-04,0.0047,1e-04,0.0112,0.0109,0.0548,0.0062,0.614,0.1977,0.1847,0.2948,0,0
4736,"15-075a","Ribbon No 2 Reef (No 1) (15-075a)",145.8,-15.57,5e-04,2e-04,1e-04,4e-04,0,2e-04,0.0033,0.0324,0.0243,0.0176,0.1723,0.191,0.0245,0.344,0.0307,0.173,0.0057,0.0019,0.001,0.0159,9e-04,0.0048,1e-04,0.0117,0.011,0.0554,0.006,0.6073,0.1966,0.1616,0.2916,0,0
4737,"15-078","Osterlund Reef (15-078)",145.55,-15.58,5e-04,2e-04,0.0032,0.0035,4e-04,3e-04,0.0124,0.0269,0.0268,0.0911,0.2454,0.2698,0.1833,0.8427,0.0778,0.183,0.012,0.0055,0.0062,0.0036,0.0034,0.0015,0.001,0.0037,0.009,0.0388,0.0155,0.5427,0.2273,1.2402,0.3592,0,NA
4738,"15-078","Osterlund Reef (15-078)",145.56,-15.58,5e-04,2e-04,0.0031,0.0033,4e-04,2e-04,0.0117,0.0261,0.0276,0.0853,0.239,0.2692,0.171,0.819,0.0756,0.1824,0.0153,0.0053,0.0055,0.0046,0.0031,0.0018,0.001,0.0042,0.0085,0.0404,0.0152,0.5289,0.2269,1.289,0.3585,0,NA
4739,"15-078","Osterlund Reef (15-078)",145.57,-15.58,5e-04,3e-04,0.003,0.0032,4e-04,2e-04,0.0108,0.0252,0.0285,0.0788,0.2319,0.2681,0.1592,0.7906,0.0733,0.1818,0.0192,0.0051,0.0048,0.0059,0.0029,0.002,0.001,0.0046,0.0078,0.0419,0.0149,0.5144,0.2264,1.3467,0.3577,0,NA
4740,"15-078","Osterlund Reef (15-078)",145.58,-15.58,5e-04,3e-04,0.0029,0.0031,3e-04,2e-04,0.0098,0.0244,0.0294,0.0718,0.2243,0.2665,0.148,0.7587,0.071,0.1811,0.0234,0.0049,0.004,0.0073,0.0027,0.0022,9e-04,0.0047,0.007,0.0433,0.0145,0.4991,0.226,1.4146,0.3567,0,NA
4741,"15-078","Osterlund Reef (15-078)",145.6,-15.58,5e-04,3e-04,0.0027,0.0028,3e-04,2e-04,0.0072,0.0233,0.0313,0.0567,0.2084,0.2619,0.1283,0.6899,0.0661,0.1797,0.033,0.0045,0.0026,0.0104,0.0022,0.0021,9e-04,0.0041,0.0051,0.0456,0.0136,0.4659,0.2249,1.5837,0.3542,0,NA
4742,"15-082","Emily Reef (15-082)",145.61,-15.58,5e-04,3e-04,0.0026,0.0027,3e-04,2e-04,0.0058,0.0232,0.0323,0.0492,0.2004,0.259,0.1204,0.6554,0.0636,0.1789,0.0381,0.0042,0.0019,0.0119,0.002,0.0019,8e-04,0.0034,0.004,0.0466,0.0131,0.4482,0.2244,1.6833,0.3528,0,NA
4743,"15-082","Emily Reef (15-082)",145.62,-15.58,5e-04,2e-04,0.0025,0.0026,3e-04,2e-04,0.0044,0.0234,0.0333,0.0424,0.1926,0.2526,0.1141,0.6221,0.0607,0.1781,0.0432,0.004,0.0013,0.0135,0.0018,0.0015,8e-04,0.0026,0.003,0.0474,0.0127,0.4304,0.2238,1.7868,0.3512,0,NA
4744,"15-081","Rosser Reef (15-081)",145.49,-15.59,5e-04,3e-04,0.0037,0.0042,4e-04,3e-04,0.0143,0.0287,0.0224,0.1131,0.2537,0.2674,0.2472,0.9015,0.0891,0.1866,0.005,0.0059,0.0091,0.0015,0.0045,8e-04,0.0012,0.0025,0.0106,0.0296,0.0159,0.6125,0.2298,1.0601,0.3634,0,NA
4745,"15-081","Rosser Reef (15-081)",145.5,-15.59,5e-04,3e-04,0.0036,0.0042,4e-04,3e-04,0.0141,0.0291,0.0232,0.1106,0.2604,0.2676,0.2359,0.8921,0.0875,0.1861,0.0041,0.0058,0.0088,0.0012,0.0043,6e-04,0.0011,0.0019,0.0105,0.0312,0.016,0.6033,0.2296,1.0768,0.3636,0,NA
4746,"15-078","Osterlund Reef (15-078)",145.56,-15.59,5e-04,2e-04,0.0032,0.0036,4e-04,2e-04,0.0114,0.027,0.0285,0.0857,0.2465,0.2612,0.1662,0.823,0.0753,0.1827,0.0134,0.005,0.0056,0.0038,0.0029,0.0015,0.001,0.0037,0.0084,0.0407,0.0154,0.5379,0.2277,1.2597,0.3617,0,NA
4747,"15-078","Osterlund Reef (15-078)",145.57,-15.59,5e-04,2e-04,0.0031,0.0035,3e-04,2e-04,0.0106,0.0262,0.0294,0.0797,0.2388,0.2594,0.1553,0.7944,0.0729,0.182,0.0174,0.0048,0.0049,0.005,0.0027,0.0018,9e-04,0.0042,0.0077,0.0421,0.015,0.5255,0.2273,1.3108,0.3608,0,NA
4748,"15-078","Osterlund Reef (15-078)",145.58,-15.59,5e-04,2e-04,0.003,0.0033,3e-04,2e-04,0.0097,0.0254,0.0303,0.0732,0.2309,0.2543,0.1451,0.7622,0.0701,0.1812,0.0216,0.0046,0.0042,0.0064,0.0025,0.002,9e-04,0.0045,0.007,0.0434,0.0146,0.5125,0.2269,1.3699,0.3598,0,NA
4749,"15-078","Osterlund Reef (15-078)",145.59,-15.59,5e-04,2e-04,0.0029,0.0032,3e-04,2e-04,0.0086,0.0248,0.0314,0.0664,0.2228,0.2517,0.1356,0.728,0.0677,0.1804,0.026,0.0044,0.0035,0.0078,0.0023,0.0021,9e-04,0.0045,0.0062,0.0446,0.0142,0.4989,0.2263,1.4371,0.3587,0,NA
4750,"15-082","Emily Reef (15-082)",145.6,-15.59,5e-04,2e-04,0.0028,0.0031,3e-04,2e-04,0.0075,0.0244,0.0326,0.0596,0.2148,0.2487,0.1271,0.6931,0.0651,0.1796,0.0305,0.0042,0.0028,0.0092,0.0021,0.0021,8e-04,0.0042,0.0054,0.0456,0.0137,0.4849,0.2258,1.5117,0.3573,0,NA
4751,"15-082","Emily Reef (15-082)",145.61,-15.59,5e-04,2e-04,0.0027,0.0029,3e-04,2e-04,0.0063,0.0242,0.0339,0.0529,0.207,0.2452,0.1199,0.6587,0.0625,0.1787,0.0351,0.0039,0.0022,0.0107,0.0019,0.0019,8e-04,0.0037,0.0045,0.0466,0.0132,0.4708,0.2252,1.5914,0.3558,0,NA
4752,"15-082","Emily Reef (15-082)",145.62,-15.59,5e-04,2e-04,0.0026,0.0028,3e-04,2e-04,0.0052,0.0243,0.0355,0.0469,0.2004,0.2414,0.1141,0.6249,0.0599,0.1778,0.0393,0.0036,0.0017,0.0121,0.0017,0.0017,8e-04,0.0031,0.0036,0.0474,0.0127,0.4573,0.2246,1.6704,0.3542,0,NA
4753,"15-082","Emily Reef (15-082)",145.63,-15.59,5e-04,2e-04,0.0025,0.0027,2e-04,2e-04,0.0042,0.0246,0.0371,0.042,0.1933,0.2373,0.1097,0.5937,0.0573,0.1768,0.043,0.0034,0.0013,0.0135,0.0015,0.0015,7e-04,0.0025,0.0029,0.0481,0.0121,0.4461,0.2239,1.7384,0.3524,0,NA
4754,"15-079","U/N Reef (15-079)",145.77,-15.59,5e-04,2e-04,6e-04,4e-04,1e-04,1e-04,0.0029,0.0298,0.0306,0.017,0.1726,0.1717,0.0242,0.3638,0.0284,0.1693,0.0064,0.0013,9e-04,0.0159,6e-04,0.0035,1e-04,0.0101,0.0099,0.0548,0.0065,0.7191,0.2008,0.1986,0.3042,0,0
4755,"15-054","Rocky Island Reef (15-054)",145.33,-15.6,6e-04,3e-04,0.0048,0.005,6e-04,4e-04,0.0164,0.0287,0.0214,0.1395,0.2003,0.3152,0.3343,1.018,0.1019,0.2003,0.0113,0.0071,0.0141,0.0035,0.0054,0.0028,0.0017,1e-04,0.0119,0.0282,0.0105,0.7166,0.2302,0.9754,0.3657,0,NA
4756,"15-081","Rosser Reef (15-081)",145.5,-15.6,5e-04,3e-04,0.0037,0.0044,4e-04,3e-04,0.014,0.0296,0.024,0.1113,0.268,0.2637,0.2275,0.8873,0.0874,0.1899,0.0025,0.0056,0.0089,7e-04,0.004,4e-04,0.0011,0.0011,0.0103,0.0326,0.0162,0.6085,0.2304,1.0689,0.3667,0,NA
4757,"15-081","Rosser Reef (15-081)",145.51,-15.6,5e-04,3e-04,0.0036,0.0043,4e-04,3e-04,0.0137,0.0299,0.0248,0.1083,0.2715,0.263,0.2167,0.8861,0.0857,0.1893,0.0017,0.0055,0.0085,4e-04,0.0038,2e-04,0.0011,7e-04,0.0101,0.0341,0.0163,0.5995,0.2302,1.0867,0.3668,0,NA
