"PIXEL_ID","REEF_ID","REEF_NAME","LONG","LAT","COTS_1985","COTS_1986","COTS_1987","COTS_1988","COTS_1989","COTS_1990","COTS_1991","COTS_1992","COTS_1993","COTS_1994","COTS_1995","COTS_1996","COTS_1997","COTS_1998","COTS_1999","COTS_2000","COTS_2001","COTS_2002","COTS_2003","COTS_2004","COTS_2005","COTS_2006","COTS_2007","COTS_2008","COTS_2009","COTS_2010","COTS_2011","COTS_2012","COTS_2013","COTS_2014","COTS_2015","COTS_2016","COTS_2017"
89,"12-003a","Mason Reef (12-003a)",143.36,-12.02,0.0385,NA,NA,NA,0.0034,0.0512,0.1794,0.0103,0.0208,0.0014,0.1232,NA,NA,6e-04,NA,NA,0.0567,NA,0.0206,0.0675,0.0591,NA,NA,NA,NA,NA,NA,NA,0.4879,NA,NA,0.0249,NA
90,"12-003a","Mason Reef (12-003a)",143.37,-12.02,0.0382,NA,NA,NA,0.0034,0.0523,0.1877,0.0098,0.0215,0.0014,0.1187,NA,NA,7e-04,NA,NA,0.054,NA,0.02,0.0644,0.0608,NA,NA,NA,NA,NA,NA,NA,0.4956,NA,NA,0.0246,NA
91,"12-003a","Mason Reef (12-003a)",143.38,-12.02,0.0379,NA,NA,NA,0.0034,0.0535,0.1954,0.0094,0.0223,0.0014,0.1143,NA,NA,7e-04,NA,NA,0.0512,NA,0.0195,0.0612,0.0627,NA,NA,NA,NA,NA,NA,NA,0.5029,NA,NA,0.0243,NA
92,"12-003a","Mason Reef (12-003a)",143.39,-12.02,0.0376,NA,NA,NA,0.0034,0.0546,0.2025,0.0089,0.023,0.0014,0.11,NA,NA,7e-04,NA,NA,0.0485,NA,0.0189,0.058,0.0646,NA,NA,NA,NA,NA,NA,NA,0.5096,NA,NA,0.024,NA
93,"12-003a","Mason Reef (12-003a)",143.4,-12.02,0.0374,NA,NA,NA,0.0034,0.0558,0.2088,0.0084,0.0238,0.0014,0.1059,NA,NA,7e-04,NA,NA,0.0459,NA,0.0183,0.055,0.0666,NA,NA,NA,NA,NA,NA,NA,0.5155,NA,NA,0.0238,NA
94,"12-003a","Mason Reef (12-003a)",143.41,-12.02,0.0373,NA,NA,NA,0.0034,0.0569,0.2144,0.008,0.0246,0.0014,0.1022,NA,NA,7e-04,NA,NA,0.0435,NA,0.0177,0.0521,0.0685,NA,NA,NA,NA,NA,NA,NA,0.5203,NA,NA,0.0235,NA
95,"12-003a","Mason Reef (12-003a)",143.42,-12.02,0.0372,NA,NA,NA,0.0034,0.058,0.2191,0.0076,0.0254,0.0014,0.0988,NA,NA,7e-04,NA,NA,0.0413,NA,0.0172,0.0495,0.0705,NA,NA,NA,NA,NA,NA,NA,0.5238,NA,NA,0.0232,NA
96,"12-003a","Mason Reef (12-003a)",143.43,-12.02,0.0374,NA,NA,NA,0.0034,0.0591,0.223,0.0073,0.0262,0.0014,0.096,NA,NA,7e-04,NA,NA,0.0393,NA,0.0166,0.0472,0.0724,NA,NA,NA,NA,NA,NA,NA,0.5256,NA,NA,0.023,NA
97,"12-030","U/N Reef (12-030)",143.48,-12.02,0.0424,NA,NA,NA,0.0034,0.0639,0.2306,0.0066,0.0299,0.0012,0.0918,NA,NA,6e-04,NA,NA,0.0351,NA,0.0136,0.0422,0.0812,NA,NA,NA,NA,NA,NA,NA,0.5001,NA,NA,0.0214,NA
98,"12-030","U/N Reef (12-030)",143.49,-12.02,0.0445,NA,NA,NA,0.0034,0.0648,0.2304,0.0067,0.0306,0.0012,0.0933,NA,NA,6e-04,NA,NA,0.0354,NA,0.013,0.0426,0.0826,NA,NA,NA,NA,NA,NA,NA,0.4867,NA,NA,0.021,NA
99,"12-030","U/N Reef (12-030)",143.5,-12.02,0.0469,NA,NA,NA,0.0034,0.0655,0.2296,0.0068,0.0312,0.0011,0.0955,NA,NA,6e-04,NA,NA,0.0361,NA,0.0124,0.0434,0.084,NA,NA,NA,NA,NA,NA,NA,0.4704,NA,NA,0.0205,NA
100,"12-030","U/N Reef (12-030)",143.51,-12.02,0.0496,NA,NA,NA,0.0034,0.0662,0.2282,0.007,0.0317,0.0011,0.0984,NA,NA,6e-04,NA,NA,0.0371,NA,0.0119,0.0446,0.0852,NA,NA,NA,NA,NA,NA,NA,0.4514,NA,NA,0.0199,NA
101,"12-030","U/N Reef (12-030)",143.52,-12.02,0.0527,NA,NA,NA,0.0034,0.0669,0.2263,0.0073,0.0322,0.0011,0.1019,NA,NA,6e-04,NA,NA,0.0384,NA,0.0113,0.0462,0.0862,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,0.0193,NA
102,"12-030","U/N Reef (12-030)",143.53,-12.02,0.056,NA,NA,NA,0.0034,0.0675,0.2238,0.0076,0.0327,0.001,0.106,NA,NA,6e-04,NA,NA,0.04,NA,0.0107,0.048,0.0872,NA,NA,NA,NA,NA,NA,NA,0.4068,NA,NA,0.0187,NA
103,"12-030","U/N Reef (12-030)",143.54,-12.02,0.0595,NA,NA,NA,0.0034,0.068,0.2208,0.0079,0.0331,0.001,0.1107,NA,NA,6e-04,NA,NA,0.0418,NA,0.0102,0.05,0.0879,NA,NA,NA,NA,NA,NA,NA,0.3821,NA,NA,0.018,NA
104,"12-030","U/N Reef (12-030)",143.55,-12.02,0.0633,NA,NA,NA,0.0034,0.0685,0.2172,0.0083,0.0334,9e-04,0.1158,NA,NA,5e-04,NA,NA,0.0437,NA,0.0097,0.0522,0.0886,NA,NA,NA,NA,NA,NA,NA,0.3567,NA,NA,0.0172,NA
105,"12-030","U/N Reef (12-030)",143.56,-12.02,0.0672,NA,NA,NA,0.0034,0.0689,0.2131,0.0087,0.0337,9e-04,0.1213,NA,NA,5e-04,NA,NA,0.0458,NA,0.0092,0.0546,0.0891,NA,NA,NA,NA,NA,NA,NA,0.331,NA,NA,0.0164,NA
106,"12-030","U/N Reef (12-030)",143.57,-12.02,0.0713,NA,NA,NA,0.0034,0.0693,0.2083,0.0091,0.0339,9e-04,0.127,NA,NA,5e-04,NA,NA,0.048,NA,0.0087,0.057,0.0894,NA,NA,NA,NA,NA,NA,NA,0.3056,NA,NA,0.0156,NA
107,"12-030","U/N Reef (12-030)",143.58,-12.02,0.0756,NA,NA,NA,0.0034,0.0696,0.203,0.0095,0.0341,8e-04,0.1331,NA,NA,5e-04,NA,NA,0.0502,NA,0.0083,0.0595,0.0896,NA,NA,NA,NA,NA,NA,NA,0.281,NA,NA,0.0148,NA
108,"12-030","U/N Reef (12-030)",143.59,-12.02,0.0801,NA,NA,NA,0.0034,0.0699,0.197,0.0099,0.0342,8e-04,0.1392,NA,NA,5e-04,NA,NA,0.0524,NA,0.0079,0.0619,0.0897,NA,NA,NA,NA,NA,NA,NA,0.2575,NA,NA,0.014,NA
109,"12-030","U/N Reef (12-030)",143.6,-12.02,0.0847,NA,NA,NA,0.0034,0.0701,0.1904,0.0103,0.0343,8e-04,0.1455,NA,NA,5e-04,NA,NA,0.0547,NA,0.0075,0.0643,0.0896,NA,NA,NA,NA,NA,NA,NA,0.2355,NA,NA,0.0132,NA
110,"12-030","U/N Reef (12-030)",143.61,-12.02,0.0896,NA,NA,NA,0.0034,0.0702,0.1832,0.0107,0.0343,7e-04,0.1519,NA,NA,4e-04,NA,NA,0.0569,NA,0.0071,0.0667,0.0895,NA,NA,NA,NA,NA,NA,NA,0.2151,NA,NA,0.0125,NA
111,"12-030","U/N Reef (12-030)",143.62,-12.02,0.0943,NA,NA,NA,0.0032,0.0703,0.1754,0.0111,0.0343,7e-04,0.1582,NA,NA,4e-04,NA,NA,0.0591,NA,0.0068,0.0689,0.0892,NA,NA,NA,NA,NA,NA,NA,0.1965,NA,NA,0.0118,NA
112,"12-030","U/N Reef (12-030)",143.63,-12.02,0.0993,NA,NA,NA,0.0032,0.0704,0.167,0.0115,0.0342,7e-04,0.1645,NA,NA,4e-04,NA,NA,0.0613,NA,0.0065,0.0711,0.0888,NA,NA,NA,NA,NA,NA,NA,0.1798,NA,NA,0.0111,NA
113,"12-030","U/N Reef (12-030)",143.64,-12.02,0.1041,NA,NA,NA,0.0032,0.0704,0.158,0.0118,0.0341,6e-04,0.1707,NA,NA,4e-04,NA,NA,0.0634,NA,0.0063,0.0731,0.0883,NA,NA,NA,NA,NA,NA,NA,0.165,NA,NA,0.0106,NA
114,"12-030","U/N Reef (12-030)",143.65,-12.02,0.1087,NA,NA,NA,0.0032,0.0703,0.1485,0.0122,0.0339,6e-04,0.1768,NA,NA,4e-04,NA,NA,0.0654,NA,0.0061,0.0751,0.0878,NA,NA,NA,NA,NA,NA,NA,0.1521,NA,NA,0.0101,NA
115,"12-030","U/N Reef (12-030)",143.66,-12.02,0.1127,NA,NA,NA,0.0032,0.0702,0.1385,0.0125,0.0338,6e-04,0.1828,NA,NA,4e-04,NA,NA,0.0673,NA,0.0059,0.0769,0.0871,NA,NA,NA,NA,NA,NA,NA,0.1411,NA,NA,0.0097,NA
116,"12-030","U/N Reef (12-030)",143.67,-12.02,0.116,NA,NA,NA,0.0032,0.0701,0.1283,0.0128,0.0336,6e-04,0.1885,NA,NA,4e-04,NA,NA,0.0692,NA,0.0058,0.0785,0.0864,NA,NA,NA,NA,NA,NA,NA,0.132,NA,NA,0.0094,NA
117,"12-030","U/N Reef (12-030)",143.68,-12.02,0.1182,NA,NA,NA,0.0032,0.0699,0.1179,0.013,0.0333,6e-04,0.1942,NA,NA,4e-04,NA,NA,0.0709,NA,0.0058,0.0801,0.0857,NA,NA,NA,NA,NA,NA,NA,0.1249,NA,NA,0.0091,NA
118,"12-030","U/N Reef (12-030)",143.69,-12.02,0.1193,NA,NA,NA,0.0032,0.0697,0.1075,0.0133,0.0331,6e-04,0.1996,NA,NA,4e-04,NA,NA,0.0726,NA,0.0058,0.0815,0.0849,NA,NA,NA,NA,NA,NA,NA,0.1195,NA,NA,0.009,NA
119,"12-030","U/N Reef (12-030)",143.7,-12.02,0.1191,NA,NA,NA,0.0032,0.0695,0.0972,0.0135,0.0328,6e-04,0.2048,NA,NA,4e-04,NA,NA,0.0742,NA,0.0059,0.0828,0.0841,NA,NA,NA,NA,NA,NA,NA,0.1157,NA,NA,0.009,NA
120,"12-030","U/N Reef (12-030)",143.71,-12.02,0.1178,NA,NA,NA,0.0032,0.0692,0.0874,0.0137,0.0325,6e-04,0.2098,NA,NA,4e-04,NA,NA,0.0757,NA,0.0061,0.0839,0.0832,NA,NA,NA,NA,NA,NA,NA,0.1135,NA,NA,0.0091,NA
121,"12-030","U/N Reef (12-030)",143.72,-12.02,0.1154,NA,NA,NA,0.0032,0.0689,0.0781,0.0139,0.0322,7e-04,0.2147,NA,NA,4e-04,NA,NA,0.0772,NA,0.0063,0.085,0.0823,NA,NA,NA,NA,NA,NA,NA,0.1125,NA,NA,0.0093,NA
122,"12-030","U/N Reef (12-030)",143.73,-12.02,0.1122,NA,NA,NA,0.0033,0.0685,0.0697,0.0141,0.0319,7e-04,0.2193,NA,NA,5e-04,NA,NA,0.0785,NA,0.0067,0.0859,0.0814,NA,NA,NA,NA,NA,NA,NA,0.1126,NA,NA,0.0096,NA
123,"12-030","U/N Reef (12-030)",143.74,-12.02,0.1084,NA,NA,NA,0.0033,0.0681,0.0623,0.0143,0.0316,7e-04,0.2237,NA,NA,5e-04,NA,NA,0.0798,NA,0.0071,0.0868,0.0805,NA,NA,NA,NA,NA,NA,NA,0.1135,NA,NA,0.01,NA
124,"12-030","U/N Reef (12-030)",143.75,-12.02,0.1042,NA,NA,NA,0.0033,0.0678,0.0559,0.0144,0.0313,8e-04,0.228,NA,NA,5e-04,NA,NA,0.081,NA,0.0075,0.0876,0.0796,NA,NA,NA,NA,NA,NA,NA,0.1151,NA,NA,0.0104,NA
125,"12-030","U/N Reef (12-030)",143.76,-12.02,0.0998,NA,NA,NA,0.0033,0.0673,0.0508,0.0146,0.031,8e-04,0.2321,NA,NA,5e-04,NA,NA,0.0821,NA,0.008,0.0883,0.0787,NA,NA,NA,NA,NA,NA,NA,0.1173,NA,NA,0.0109,NA
126,"12-030","U/N Reef (12-030)",143.77,-12.02,0.0953,NA,NA,NA,0.0033,0.0669,0.047,0.0147,0.0307,9e-04,0.236,NA,NA,6e-04,NA,NA,0.0831,NA,0.0085,0.0889,0.0778,NA,NA,NA,NA,NA,NA,NA,0.1198,NA,NA,0.0115,NA
127,"12-030","U/N Reef (12-030)",143.78,-12.02,0.0907,NA,NA,NA,0.0033,0.0665,0.0444,0.0148,0.0303,9e-04,0.2398,NA,NA,6e-04,NA,NA,0.0841,NA,0.0091,0.0894,0.0769,NA,NA,NA,NA,NA,NA,NA,0.1226,NA,NA,0.0121,NA
128,"12-030","U/N Reef (12-030)",143.79,-12.02,0.0862,NA,NA,NA,0.0033,0.066,0.043,0.0149,0.03,0.001,0.2434,NA,NA,6e-04,NA,NA,0.085,NA,0.0098,0.0899,0.0761,NA,NA,NA,NA,NA,NA,NA,0.1257,NA,NA,0.0127,NA
129,"12-032","U/N Reef (12-032)",143.96,-12.02,0.0192,NA,NA,NA,0.0036,0.058,0.0869,0.0161,0.0259,0.002,0.2918,NA,NA,0.0012,NA,NA,0.094,NA,0.0228,0.095,0.0651,NA,NA,NA,NA,NA,NA,NA,0.1758,NA,NA,0.0245,NA
130,"12-001","Haggerston Reef (12-001)",143.3,-12.03,0.0395,NA,NA,NA,0.0033,0.0445,0.1178,0.0134,0.0169,0.0014,0.1526,NA,NA,6e-04,NA,NA,0.0745,NA,0.0237,0.0883,0.0488,NA,NA,NA,NA,NA,NA,NA,0.4337,NA,NA,0.0271,NA
131,"12-003a","Mason Reef (12-003a)",143.35,-12.03,0.0395,NA,NA,NA,0.0033,0.0495,0.1609,0.0118,0.0199,0.0014,0.1356,NA,NA,6e-04,NA,NA,0.0657,NA,0.0211,0.0779,0.0561,NA,NA,NA,NA,NA,NA,NA,0.4688,NA,NA,0.0255,NA
132,"12-003a","Mason Reef (12-003a)",143.36,-12.03,0.0393,NA,NA,NA,0.0033,0.0507,0.1702,0.0114,0.0207,0.0014,0.1318,NA,NA,7e-04,NA,NA,0.0634,NA,0.0206,0.0753,0.0579,NA,NA,NA,NA,NA,NA,NA,0.476,NA,NA,0.0251,NA
133,"12-003a","Mason Reef (12-003a)",143.37,-12.03,0.0392,NA,NA,NA,0.0033,0.0519,0.1791,0.011,0.0215,0.0014,0.1279,NA,NA,7e-04,NA,NA,0.061,NA,0.02,0.0725,0.0598,NA,NA,NA,NA,NA,NA,NA,0.4828,NA,NA,0.0248,NA
134,"12-003a","Mason Reef (12-003a)",143.38,-12.03,0.0391,NA,NA,NA,0.0033,0.0532,0.1874,0.0106,0.0223,0.0014,0.1241,NA,NA,7e-04,NA,NA,0.0586,NA,0.0195,0.0697,0.0618,NA,NA,NA,NA,NA,NA,NA,0.4892,NA,NA,0.0245,NA
135,"12-003a","Mason Reef (12-003a)",143.39,-12.03,0.039,NA,NA,NA,0.0033,0.0544,0.195,0.0102,0.0231,0.0014,0.1203,NA,NA,7e-04,NA,NA,0.0561,NA,0.0189,0.0668,0.0639,NA,NA,NA,NA,NA,NA,NA,0.495,NA,NA,0.0242,NA
136,"12-003a","Mason Reef (12-003a)",143.4,-12.03,0.0389,NA,NA,NA,0.0033,0.0556,0.2018,0.0097,0.0239,0.0014,0.1167,NA,NA,7e-04,NA,NA,0.0537,NA,0.0184,0.064,0.066,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0239,NA
137,"12-003a","Mason Reef (12-003a)",143.41,-12.03,0.0389,NA,NA,NA,0.0033,0.0568,0.2078,0.0093,0.0248,0.0014,0.1133,NA,NA,7e-04,NA,NA,0.0514,NA,0.0178,0.0613,0.0681,NA,NA,NA,NA,NA,NA,NA,0.5039,NA,NA,0.0236,NA
138,"12-003a","Mason Reef (12-003a)",143.42,-12.03,0.0391,NA,NA,NA,0.0033,0.058,0.2129,0.009,0.0257,0.0013,0.1103,NA,NA,7e-04,NA,NA,0.0493,NA,0.0172,0.0588,0.0702,NA,NA,NA,NA,NA,NA,NA,0.5066,NA,NA,0.0233,NA
139,"12-003a","Mason Reef (12-003a)",143.43,-12.03,0.0394,NA,NA,NA,0.0034,0.0592,0.2171,0.0087,0.0265,0.0013,0.1078,NA,NA,7e-04,NA,NA,0.0474,NA,0.0167,0.0566,0.0723,NA,NA,NA,NA,NA,NA,NA,0.5076,NA,NA,0.0231,NA
140,"12-003a","Mason Reef (12-003a)",143.44,-12.03,0.0399,NA,NA,NA,0.0034,0.0603,0.2205,0.0084,0.0274,0.0013,0.1058,NA,NA,7e-04,NA,NA,0.0458,NA,0.0161,0.0547,0.0744,NA,NA,NA,NA,NA,NA,NA,0.5069,NA,NA,0.0228,NA
141,"12-003a","Mason Reef (12-003a)",143.45,-12.03,0.0407,NA,NA,NA,0.0034,0.0614,0.2232,0.0082,0.0282,0.0013,0.1044,NA,NA,7e-04,NA,NA,0.0446,NA,0.0155,0.0533,0.0764,NA,NA,NA,NA,NA,NA,NA,0.5041,NA,NA,0.0225,NA
142,"12-003a","Mason Reef (12-003a)",143.46,-12.03,0.0417,NA,NA,NA,0.0034,0.0624,0.2241,0.008,0.029,0.0013,0.1036,NA,NA,7e-04,NA,NA,0.0436,NA,0.015,0.0522,0.0783,NA,NA,NA,NA,NA,NA,NA,0.4991,NA,NA,0.0222,NA
143,"12-030","U/N Reef (12-030)",143.51,-12.03,0.0513,NA,NA,NA,0.0034,0.0668,0.224,0.0083,0.0323,0.0011,0.1104,NA,NA,6e-04,NA,NA,0.0445,NA,0.0121,0.0532,0.0861,NA,NA,NA,NA,NA,NA,NA,0.4374,NA,NA,0.02,NA
144,"12-030","U/N Reef (12-030)",143.52,-12.03,0.0541,NA,NA,NA,0.0034,0.0674,0.2222,0.0085,0.0328,0.0011,0.1137,NA,NA,6e-04,NA,NA,0.0457,NA,0.0116,0.0545,0.0872,NA,NA,NA,NA,NA,NA,NA,0.4183,NA,NA,0.0194,NA
145,"12-030","U/N Reef (12-030)",143.53,-12.03,0.0571,NA,NA,NA,0.0034,0.0681,0.2198,0.0088,0.0333,0.001,0.1176,NA,NA,6e-04,NA,NA,0.047,NA,0.0111,0.056,0.0882,NA,NA,NA,NA,NA,NA,NA,0.3976,NA,NA,0.0188,NA
146,"12-030","U/N Reef (12-030)",143.54,-12.03,0.0603,NA,NA,NA,0.0034,0.0686,0.2169,0.0091,0.0337,0.001,0.122,NA,NA,6e-04,NA,NA,0.0486,NA,0.0106,0.0578,0.089,NA,NA,NA,NA,NA,NA,NA,0.3756,NA,NA,0.0182,NA
147,"12-030","U/N Reef (12-030)",143.55,-12.03,0.0637,NA,NA,NA,0.0034,0.0691,0.2134,0.0094,0.0341,0.001,0.1269,NA,NA,6e-04,NA,NA,0.0504,NA,0.0101,0.0597,0.0897,NA,NA,NA,NA,NA,NA,NA,0.3529,NA,NA,0.0175,NA
148,"12-030","U/N Reef (12-030)",143.56,-12.03,0.0673,NA,NA,NA,0.0034,0.0696,0.2093,0.0098,0.0343,9e-04,0.1321,NA,NA,6e-04,NA,NA,0.0522,NA,0.0096,0.0618,0.0902,NA,NA,NA,NA,NA,NA,NA,0.3299,NA,NA,0.0167,NA
149,"12-030","U/N Reef (12-030)",143.57,-12.03,0.0711,NA,NA,NA,0.0034,0.07,0.2046,0.0101,0.0346,9e-04,0.1375,NA,NA,6e-04,NA,NA,0.0542,NA,0.0092,0.0639,0.0905,NA,NA,NA,NA,NA,NA,NA,0.3071,NA,NA,0.016,NA
150,"12-030","U/N Reef (12-030)",143.58,-12.03,0.0747,NA,NA,NA,0.0031,0.0703,0.1993,0.0105,0.0347,9e-04,0.1432,NA,NA,6e-04,NA,NA,0.0562,NA,0.0088,0.0661,0.0907,NA,NA,NA,NA,NA,NA,NA,0.2848,NA,NA,0.0153,NA
151,"12-030","U/N Reef (12-030)",143.59,-12.03,0.0787,NA,NA,NA,0.0031,0.0705,0.1933,0.0109,0.0348,8e-04,0.1491,NA,NA,5e-04,NA,NA,0.0582,NA,0.0084,0.0682,0.0908,NA,NA,NA,NA,NA,NA,NA,0.2635,NA,NA,0.0145,NA
152,"12-030","U/N Reef (12-030)",143.6,-12.03,0.0828,NA,NA,NA,0.0031,0.0707,0.1867,0.0112,0.0349,8e-04,0.155,NA,NA,5e-04,NA,NA,0.0603,NA,0.008,0.0703,0.0907,NA,NA,NA,NA,NA,NA,NA,0.2433,NA,NA,0.0138,NA
153,"12-030","U/N Reef (12-030)",143.61,-12.03,0.087,NA,NA,NA,0.0031,0.0709,0.1794,0.0116,0.0349,8e-04,0.161,NA,NA,5e-04,NA,NA,0.0623,NA,0.0077,0.0724,0.0905,NA,NA,NA,NA,NA,NA,NA,0.2245,NA,NA,0.0132,NA
154,"12-030","U/N Reef (12-030)",143.62,-12.03,0.0913,NA,NA,NA,0.0031,0.071,0.1714,0.0119,0.0348,7e-04,0.167,NA,NA,5e-04,NA,NA,0.0643,NA,0.0074,0.0743,0.0901,NA,NA,NA,NA,NA,NA,NA,0.2072,NA,NA,0.0125,NA
155,"12-030","U/N Reef (12-030)",143.63,-12.03,0.0955,NA,NA,NA,0.0032,0.071,0.1628,0.0122,0.0347,7e-04,0.1729,NA,NA,5e-04,NA,NA,0.0662,NA,0.0071,0.0762,0.0897,NA,NA,NA,NA,NA,NA,NA,0.1915,NA,NA,0.012,NA
156,"12-030","U/N Reef (12-030)",143.64,-12.03,0.0995,NA,NA,NA,0.0032,0.071,0.1536,0.0125,0.0346,7e-04,0.1788,NA,NA,5e-04,NA,NA,0.0681,NA,0.0069,0.078,0.0891,NA,NA,NA,NA,NA,NA,NA,0.1775,NA,NA,0.0114,NA
157,"12-030","U/N Reef (12-030)",143.65,-12.03,0.1032,NA,NA,NA,0.0032,0.0709,0.1438,0.0128,0.0344,7e-04,0.1845,NA,NA,5e-04,NA,NA,0.0699,NA,0.0067,0.0796,0.0885,NA,NA,NA,NA,NA,NA,NA,0.1652,NA,NA,0.011,NA
158,"12-030","U/N Reef (12-030)",143.66,-12.03,0.1065,NA,NA,NA,0.0032,0.0708,0.1335,0.0131,0.0342,7e-04,0.1901,NA,NA,5e-04,NA,NA,0.0717,NA,0.0065,0.0811,0.0878,NA,NA,NA,NA,NA,NA,NA,0.1547,NA,NA,0.0106,NA
159,"12-030","U/N Reef (12-030)",143.67,-12.03,0.109,NA,NA,NA,0.0032,0.0707,0.1228,0.0134,0.034,7e-04,0.1956,NA,NA,5e-04,NA,NA,0.0734,NA,0.0065,0.0825,0.0871,NA,NA,NA,NA,NA,NA,NA,0.1458,NA,NA,0.0103,NA
160,"12-030","U/N Reef (12-030)",143.68,-12.03,0.1108,NA,NA,NA,0.0032,0.0705,0.112,0.0136,0.0337,7e-04,0.2008,NA,NA,5e-04,NA,NA,0.0749,NA,0.0064,0.0838,0.0862,NA,NA,NA,NA,NA,NA,NA,0.1386,NA,NA,0.0101,NA
161,"12-030","U/N Reef (12-030)",143.69,-12.03,0.1117,NA,NA,NA,0.0032,0.0702,0.1011,0.0138,0.0334,7e-04,0.2059,NA,NA,5e-04,NA,NA,0.0765,NA,0.0065,0.0849,0.0854,NA,NA,NA,NA,NA,NA,NA,0.1331,NA,NA,0.01,NA
162,"12-030","U/N Reef (12-030)",143.7,-12.03,0.1116,NA,NA,NA,0.0032,0.0699,0.0903,0.014,0.0331,7e-04,0.2108,NA,NA,5e-04,NA,NA,0.0779,NA,0.0066,0.086,0.0845,NA,NA,NA,NA,NA,NA,NA,0.129,NA,NA,0.01,NA
163,"12-030","U/N Reef (12-030)",143.71,-12.03,0.1105,NA,NA,NA,0.0032,0.0696,0.08,0.0142,0.0328,7e-04,0.2155,NA,NA,5e-04,NA,NA,0.0792,NA,0.0067,0.0869,0.0835,NA,NA,NA,NA,NA,NA,NA,0.1263,NA,NA,0.0101,NA
164,"12-030","U/N Reef (12-030)",143.72,-12.03,0.1087,NA,NA,NA,0.0032,0.0693,0.0703,0.0143,0.0325,7e-04,0.22,NA,NA,5e-04,NA,NA,0.0805,NA,0.007,0.0877,0.0826,NA,NA,NA,NA,NA,NA,NA,0.1247,NA,NA,0.0103,NA
165,"12-030","U/N Reef (12-030)",143.73,-12.03,0.1061,NA,NA,NA,0.0032,0.0689,0.0615,0.0145,0.0321,7e-04,0.2244,NA,NA,5e-04,NA,NA,0.0817,NA,0.0073,0.0885,0.0816,NA,NA,NA,NA,NA,NA,NA,0.1242,NA,NA,0.0105,NA
166,"12-030","U/N Reef (12-030)",143.74,-12.03,0.103,NA,NA,NA,0.0033,0.0685,0.0538,0.0146,0.0318,8e-04,0.2285,NA,NA,6e-04,NA,NA,0.0828,NA,0.0077,0.0891,0.0806,NA,NA,NA,NA,NA,NA,NA,0.1244,NA,NA,0.0109,NA
167,"12-030","U/N Reef (12-030)",143.75,-12.03,0.0995,NA,NA,NA,0.0033,0.0681,0.0473,0.0147,0.0315,8e-04,0.2325,NA,NA,6e-04,NA,NA,0.0839,NA,0.0081,0.0897,0.0797,NA,NA,NA,NA,NA,NA,NA,0.1254,NA,NA,0.0112,NA
168,"12-030","U/N Reef (12-030)",143.76,-12.03,0.0958,NA,NA,NA,0.0033,0.0677,0.0421,0.0148,0.0311,9e-04,0.2363,NA,NA,6e-04,NA,NA,0.0849,NA,0.0085,0.0902,0.0787,NA,NA,NA,NA,NA,NA,NA,0.1269,NA,NA,0.0117,NA
169,"12-030","U/N Reef (12-030)",143.77,-12.03,0.0919,NA,NA,NA,0.0033,0.0672,0.0383,0.0149,0.0308,9e-04,0.2399,NA,NA,7e-04,NA,NA,0.0858,NA,0.0091,0.0907,0.0778,NA,NA,NA,NA,NA,NA,NA,0.1289,NA,NA,0.0122,NA
170,"12-030","U/N Reef (12-030)",143.78,-12.03,0.0879,NA,NA,NA,0.0033,0.0667,0.0359,0.015,0.0304,0.001,0.2435,NA,NA,7e-04,NA,NA,0.0866,NA,0.0096,0.0911,0.0768,NA,NA,NA,NA,NA,NA,NA,0.1311,NA,NA,0.0127,NA
171,"12-037","Wishbone Reef (12-037)",143.97,-12.03,0.0207,NA,NA,NA,0.0036,0.0574,0.0876,0.0162,0.0256,0.002,0.2955,NA,NA,0.0012,NA,NA,0.0954,NA,0.0235,0.0955,0.0642,NA,NA,NA,NA,NA,NA,NA,0.1814,NA,NA,0.0251,NA
172,"12-003a","Mason Reef (12-003a)",143.34,-12.04,0.0402,NA,NA,NA,0.0033,0.0477,0.1405,0.0132,0.019,0.0013,0.1465,NA,NA,6e-04,NA,NA,0.074,NA,0.0216,0.0875,0.0528,NA,NA,NA,NA,NA,NA,NA,0.451,NA,NA,0.0261,NA
173,"12-003a","Mason Reef (12-003a)",143.35,-12.04,0.0402,NA,NA,NA,0.0033,0.0489,0.1506,0.0129,0.0198,0.0013,0.1435,NA,NA,7e-04,NA,NA,0.0724,NA,0.0211,0.0856,0.0546,NA,NA,NA,NA,NA,NA,NA,0.4576,NA,NA,0.0257,NA
174,"12-003a","Mason Reef (12-003a)",143.36,-12.04,0.0401,NA,NA,NA,0.0033,0.0502,0.1607,0.0126,0.0206,0.0013,0.1404,NA,NA,7e-04,NA,NA,0.0706,NA,0.0206,0.0835,0.0566,NA,NA,NA,NA,NA,NA,NA,0.4641,NA,NA,0.0254,NA
175,"12-003a","Mason Reef (12-003a)",143.37,-12.04,0.0401,NA,NA,NA,0.0033,0.0515,0.1703,0.0122,0.0214,0.0013,0.1373,NA,NA,7e-04,NA,NA,0.0686,NA,0.0201,0.0812,0.0587,NA,NA,NA,NA,NA,NA,NA,0.4703,NA,NA,0.0251,NA
